q,chkexact,chkbl,chkall,chkop
6399,0.261510624251,0.308139961366,0.310878548549,0.301317945082
6499,0.263955791378,0.310585128494,0.313323715676,0.303763112209
6599,0.266400958506,0.313030295621,0.315768882803,0.306208279336
6699,0.268846125633,0.315475462748,0.31821404993,0.308653446463
6799,0.27129129276,0.317920629875,0.320659217058,0.31109861359
6899,0.273736459887,0.320365797002,0.323104384185,0.313543780717
6999,0.276181627014,0.322810964129,0.325549551312,0.315988947845
7099,0.278626794141,0.325256131257,0.327994718439,0.318434114972
7199,0.281071961269,0.327701298384,0.330439885566,0.320879282099
7299,0.283517128396,0.330146465511,0.332885052693,0.323324449226
7399,0.285962295523,0.332591632638,0.335330219821,0.325769616353
7499,0.28840746265,0.335036799765,0.337775386948,0.32821478348
7599,0.290852629777,0.337481966892,0.340220554075,0.330659950608
7699,0.293297796904,0.33992713402,0.342665721202,0.333105117735
7799,0.295742964032,0.342372301147,0.345110888329,0.335550284862
7899,0.298188131159,0.344817468274,0.347556055456,0.337995451989
7999,0.300633298286,0.347262635401,0.350001222584,0.340440619116
8099,0.303078465413,0.349707802528,0.352446389711,0.342885786244
8199,0.30552363254,0.352152969656,0.354891556838,0.345330953371
8299,0.307968799668,0.354598136783,0.357336723965,0.347776120498
8399,0.310413966795,0.35704330391,0.359781891092,0.350221287625
8499,0.312859133922,0.359488471037,0.362227058219,0.352666454752
8599,0.315304301049,0.361933638164,0.364672225347,0.355111621879
8699,0.317749468176,0.364378805291,0.367117392474,0.357556789007
8799,0.320194635303,0.366823972419,0.369562559601,0.360001956134
8899,0.322639802431,0.369269139546,0.372007726728,0.362447123261
8999,0.325084969558,0.371714306673,0.374452893855,0.364892290388
9099,0.327530136685,0.3741594738,0.376898060983,0.367337457515
9199,0.329975303812,0.376604640927,0.37934322811,0.369782624642
9299,0.332420470939,0.379049808054,0.381788395237,0.37222779177
9399,0.334865638066,0.381494975182,0.384233562364,0.374672958897
9499,0.337310805194,0.383940142309,0.386678729491,0.377118126024
9599,0.339755972321,0.386385309436,0.389123896618,0.379563293151
9699,0.342201139448,0.388830476563,0.391569063746,0.382008460278
9799,0.344646306575,0.39127564369,0.394014230873,0.384453627405
9899,0.347091473702,0.393720810817,0.396459398,0.386898794533
9999,0.349536640829,0.396165977945,0.398904565127,0.38934396166
